header,fname,lname,name,citizen,village,sex,age,yob,status,hired,leader,deputy,sherpa,tibetan,abovebc,success,solo,traverse,ski,o2used,o2none,smtcnt,msmtdate1,msmttime1,dsmttime1,msmtdate2,msmttime2,dsmttime2,msmtdate3,msmttime3,dsmttime3,claimed,disputed,inj,death,deathdate,deathtime,ddthtime,deathtype,deathclass,deathhgtm,ams,weather,mperhighpt,mperhighdt,msmtbid,msmtterm,yearseas,peakid,expid,membid,host,route1,route2,comrte,stdrte,agency,agntid,myear,mseason,maxatt,att1st
,Nawang Nuri (Nganga Nuri),Sherpa,Nawang Nuri (Nganga Nuri) Sherpa (Dhaurkarkha),Nepal, (Dhaurkarkha),M,39,1979,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,18-05-2018,0830,8.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 18,5, 1,2018 Spr,EVER,EVER-181-57,02,1,S Col-SE Ridge,,1,1,Adventure Ascent (Happy Feet pmt),,2018,1,0,FALSE
,Nawang Tenzing (Nawangle),Sherpa,Nawang Tenzing (Nawangle) Sherpa (Phortse),Nepal, (Phortse),M,58,1960,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,19-05-2018,0500,5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2018 Spr,EVER,EVER-181-05,05,2,N Col-NE Ridge,,1,1,Asian Trekking,,2018,1,0,FALSE
,Nga Tashi,Sherpa,Nga Tashi Sherpa (Yaphu-9),Nepal, (Yaphu-9),M,37,1980,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,14-05-2018,0900,9,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 14,5, 1,2018 Spr,EVER,EVER-181-21,06,1,S Col-SE Ridge,,1,1,Seven Summit Treks,,2018,1,0,FALSE
,Nga Tenji,Sherpa,Nga Tenji Sherpa (Nurbugaon),Nepal, (Nurbugaon),M,38,1980,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,19-05-2018,0710,7.17,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2018 Spr,EVER,EVER-181-29,16,1,S Col-SE Ridge,,1,1,Pioneer Adventure,,2018,1,0,FALSE
,Ngang Pasang (Nawang Pasang),Sherpa,Ngang Pasang (Nawang Pasang) Sherpa (Waku-4),Nepal, (Waku-4),M,31,1986,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,18-05-2018,0800,8,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 18,5, 1,2018 Spr,EVER,EVER-181-27,10,1,S Col-SE Ridge,,1,1,TAGnepal Trekking,,2018,1,0,FALSE
,Ngawang Chhongba,Sherpa,Ngawang Chhongba Sherpa (Waku-4),Nepal, (Waku-4),M,30,1987,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,21-05-2018,0931,9.52,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 21,5, 1,2018 Spr,EVER,EVER-181-02,24,1,S Col-SE Ridge,,1,1,Asian Trekking,,2018,1,0,FALSE
,Ngima Dorchi (Nima Dorji),Sherpa,Ngima Dorchi (Nima Dorji) Sherpa (Makalu-9),Nepal, (Makalu-9),M,42,1975,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,21-05-2018,0550,5.83,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 21,5, 1,2018 Spr,EVER,EVER-181-18,18,1,S Col-SE Ridge,,1,1,Seven Summit Treks,,2018,1,0,FALSE
,Ngima Dorje,Sherpa,Ngima Dorje Sherpa (Chheskam-2),Nepal, (Chheskam-2),M,24,1994,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,17-05-2018,0900,9,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 17,5, 1,2018 Spr,EVER,EVER-181-29,17,1,S Col-SE Ridge,,1,1,Pioneer Adventure,,2018,1,0,TRUE
,Ngima Dorje (Nima Dorje),Sherpa,Ngima Dorje (Nima Dorje) Sherpa (Pare),Nepal, (Pare),M,33,1984,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,14-05-2018,0700,7,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 14,5, 1,2018 Spr,EVER,EVER-181-45,16,1,S Col-SE Ridge,,1,1,Imagine Nepal,,2018,1,0,FALSE
,Ngima Nurbu,Sherpa,Ngima Nurbu Sherpa (Kharikhola),Nepal, (Kharikhola),M,40,1977,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,19-05-2018,,0,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2018 Spr,EVER,EVER-181-37,16,1,S Col-SE Ridge,,1,1,Sherpa Khangri Outdoor (Satori Adventures pmt),,2018,1,0,TRUE
,Ngima Nuru,Sherpa,Ngima Nuru Sherpa,Nepal,,M,0,,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,16-05-2018,,0,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 16,5, 1,2018 Spr,EVER,EVER-181-17,22,1,S Col-SE Ridge,,1,1,Seven Summit Treks,,2018,1,0,TRUE
,Ngima Nuru,Sherpa,Ngima Nuru Sherpa (Rakha Bangdel-5),Nepal, (Rakha Bangdel-5),M,37,1981,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,23-05-2018,1045,10.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 23,5, 1,2018 Spr,EVER,EVER-181-48,06,1,S Col-SE Ridge,,1,1,Prestige Adventure (Satori Adventures pmt),,2018,1,0,FALSE
,Ngima Nuru,Sherpa,Ngima Nuru Sherpa (Bakachol-9),Nepal, (Bakachol-9),M,35,1982,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,16-05-2018,,0,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 16,5, 1,2018 Spr,EVER,EVER-181-85,56,2,N Col-NE Ridge,,1,1,Arun Treks,,2018,1,0,FALSE
,Ngima Nuru,Sherpa,Ngima Nuru Sherpa (Thami),Nepal, (Thami),M,22,1995,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,17-05-2018,,0,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 17,5, 1,2018 Spr,EVER,EVER-181-85,57,2,N Col-NE Ridge,,1,1,Arun Treks,,2018,1,0,FALSE
,Ngima Nuru (Nima Nuru),Sherpa,Ngima Nuru (Nima Nuru) Sherpa (Khumjung),Nepal, (Khumjung),M,39,1978,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,21-05-2018,0745,7.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 21,5, 1,2018 Spr,EVER,EVER-181-03,25,1,S Col-SE Ridge,,1,1,Asian Trekking,,2018,1,0,FALSE
,Ngima Nuru (Nima Nuru),Sherpa,Ngima Nuru (Nima Nuru) Sherpa (Tesho),Nepal, (Tesho),M,36,1981,Sirdar,1,0,0,1,0,1,1,0,0,0,1,0,1,16-05-2018,,0,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 16,5, 1,2018 Spr,EVER,EVER-181-85,58,2,N Col-NE Ridge,,1,1,Arun Treks,,2018,1,0,FALSE
,Ngima Ongchhu,Sherpa,Ngima Ongchhu Sherpa (Chaurikharka-8),Nepal, (Chaurikharka-8),M,33,1985,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,21-05-2018,1345,13.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 21,5, 1,2018 Spr,EVER,EVER-181-40,08,1,S Col-SE Ridge,,1,1,Himalayan Trailblazer,,2018,1,0,FALSE
,Ngima Ongda,Sherpa,Ngima Ongda Sherpa (Makalu-Barun),Nepal, (Makalu-Barun),M,22,1995,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,18-05-2018,0700,7,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 18,5, 1,2018 Spr,EVER,EVER-181-66,46,2,N Col-NE Ridge,,1,1,7 Summits Adventure,,2018,1,0,TRUE
,Ngima Rinji,Sherpa,Ngima Rinji Sherpa (Simigaon),Nepal, (Simigaon),M,40,1977,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,20-05-2018,0620,6.33,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 20,5, 1,2018 Spr,EVER,EVER-181-23,12,1,S Col-SE Ridge,,1,1,Seven Summit Treks,,2018,1,0,FALSE
,Ngima Rita,Sherpa,Ngima Rita Sherpa (Phortse),Nepal, (Phortse),M,23,1994,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,16-05-2018,,0,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 16,5, 1,2018 Spr,EVER,EVER-181-85,59,2,N Col-NE Ridge,,1,1,Arun Treks,,2018,1,0,FALSE
,Ngima Sona (Nima Sona),Sherpa,Ngima Sona (Nima Sona) Sherpa (Phortse),Nepal, (Phortse),M,47,1970,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,17-05-2018,0740,7.67,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 17,5, 1,2018 Spr,EVER,EVER-181-28,04,1,S Col-SE Ridge,,1,1,Mountain Experience,,2018,1,0,FALSE
,Ngima Tashi,Sherpa,Ngima Tashi Sherpa (Thami),Nepal, (Thami),M,25,1992,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,16-05-2018,0321,3.35,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 16,5, 1,2018 Spr,EVER,EVER-181-85,60,2,N Col-NE Ridge,,1,1,Arun Treks,,2018,1,0,FALSE
,Ngima Tendi,Sherpa,Ngima Tendi Sherpa (Kharikhola),Nepal, (Kharikhola),M,29,1989,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,21-05-2018,0745,7.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 21,5, 1,2018 Spr,EVER,EVER-181-03,26,1,S Col-SE Ridge,,1,1,Asian Trekking,,2018,1,0,TRUE
,Ngima Tenji,Sherpa,Ngima Tenji Sherpa (Chechewa),Nepal, (Chechewa),M,33,1984,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,21-05-2018,0626,6.43,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 21,5, 1,2018 Spr,EVER,EVER-181-25,37,1,S Col-SE Ridge,,1,1,Beyul Adventure,,2018,1,0,FALSE
,Ngima Tenzing,Sherpa,Ngima Tenzing Sherpa (Thamo),Nepal, (Thamo),M,27,1991,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,22-05-2018,0725,7.42,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 22,5, 1,2018 Spr,EVER,EVER-181-31,18,1,S Col-SE Ridge,,1,1,Shangri-La Nepal Treks,,2018,1,0,FALSE
,Nima,Sherpa,Nima Sherpa (Kurima),Nepal, (Kurima),M,0,,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,14-05-2018,0900,9,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 14,5, 1,2018 Spr,EVER,EVER-181-21,07,1,S Col-SE Ridge,,1,1,Seven Summit Treks,,2018,1,0,TRUE
,Nima Chhechi,Sherpa,Nima Chhechi Sherpa,Nepal,,M,24,1993,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,17-05-2018,0748,7.8,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 17,5, 1,2018 Spr,EVER,EVER-181-47,05,1,S Col-SE Ridge,,1,1,Mountain Tribes Trekking (High Alt Dreams pmt),,2018,1,0,TRUE
,Nima Dindu,Sherpa,Nima Dindu Sherpa (Makalu-Barun),Nepal, (Makalu-Barun),M,26,1992,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,17-05-2018,0530,5.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 17,5, 1,2018 Spr,EVER,EVER-181-66,47,2,N Col-NE Ridge,,1,1,7 Summits Adventure,,2018,1,0,TRUE
,Nima Dorje (Ngima Dorchi),Sherpa,Nima Dorje (Ngima Dorchi) Sherpa (Makalu-9),Nepal, (Makalu-9),M,35,1983,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,17-05-2018,,0,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 17,5, 1,2018 Spr,EVER,EVER-181-17,23,1,S Col-SE Ridge,,1,1,Seven Summit Treks,,2018,1,0,FALSE
,Nima Dorje (Nima Dorchi),Sherpa,Nima Dorje (Nima Dorchi) Sherpa (Makalu-5),Nepal, (Makalu-5),M,30,1987,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,2,16-05-2018,0635,6.58,21-05-2018,,6.5,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 16,5, 1,2018 Spr,EVER,EVER-181-73,17,2,N Col-NE Ridge,,1,1,Iceland Trekking,,2018,1,0,FALSE
,Nima Gyalzen,Sherpa,Nima Gyalzen Sherpa (Beding),Nepal, (Beding),M,41,1976,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,16-05-2018,0800,8,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 16,5, 1,2018 Spr,EVER,EVER-181-58,12,1,S Col-SE Ridge,,1,1,Kaitu Expedition,,2018,1,0,FALSE
,Nima Jangmu,Sherpa,Ms. Nima Jangmu Sherpa (Beding),Nepal, (Beding),F,27,1990,Climber,0,0,0,1,0,1,1,0,0,0,1,0,1,14-05-2018,0700,7,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 14,5, 1,2018 Spr,EVER,EVER-181-45,05,1,S Col-SE Ridge,,1,1,Imagine Nepal,,2018,1,0,TRUE
,Nima Kancha,Sherpa,Nima Kancha Sherpa (Pare),Nepal, (Pare),M,42,1975,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,17-05-2018,0550,5.83,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 17,5, 1,2018 Spr,EVER,EVER-181-72,16,2,N Col-NE Ridge,,1,1,Himalaya Vision,,2018,1,0,FALSE
,Nima Kanchha,Sherpa,Nima Kanchha Sherpa (Thami Og),Nepal, (Thami Og),M,38,1979,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,19-05-2018,0832,8.53,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2018 Spr,EVER,EVER-181-02,25,1,S Col-SE Ridge,,1,1,Asian Trekking,,2018,1,0,FALSE
,Nima Nuru,Sherpa,Nima Nuru Sherpa (Thami),Nepal, (Thami),M,46,1971,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,21-05-2018,0745,7.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 21,5, 1,2018 Spr,EVER,EVER-181-03,27,1,S Col-SE Ridge,,1,1,Asian Trekking,,2018,1,0,TRUE
,Nima Rinje,Sherpa,Nima Rinje Sherpa (Jubing-5),Nepal, (Jubing-5),M,20,1997,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,17-05-2018,0545,5.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 17,5, 1,2018 Spr,EVER,EVER-181-19,06,1,S Col-SE Ridge,,1,1,Seven Summit Treks,,2018,1,0,TRUE
,Nima Tendu (Nima Thenduk),Sherpa,Nima Tendu (Nima Thenduk) Sherpa (Walung),Nepal, (Walung),M,44,1973,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,20-05-2018,0850,8.83,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 20,5, 1,2018 Spr,EVER,EVER-181-67,16,2,N Col-NE Ridge,,1,1,Seven Summit Treks,,2018,1,0,FALSE
,Nima Tenji (Nima Tenzing),Sherpa,Nima Tenji (Nima Tenzing) Sherpa (Paiya),Nepal, (Paiya),M,38,1980,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,16-05-2018,,0,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 16,5, 1,2018 Spr,EVER,EVER-181-85,61,2,N Col-NE Ridge,,1,1,Arun Treks,,2018,1,0,FALSE
,Nima Tenji/Tenzi,Sherpa,Nima Tenji/Tenzi Sherpa (Beding),Nepal, (Beding),M,37,1980,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,16-05-2018,0800,8,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 16,5, 1,2018 Spr,EVER,EVER-181-58,13,1,S Col-SE Ridge,,1,1,Kaitu Expedition,,2018,1,0,FALSE
,Nima Tshering (Ngima Chhiri),Sherpa,Nima Tshering (Ngima Chhiri) Sherpa (Phortse),Nepal, (Phortse),M,46,1972,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,16-05-2018,0800,8,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 16,5, 1,2018 Spr,EVER,EVER-181-07,04,1,S Col-SE Ridge,,1,1,Himalayan Guides,,2018,1,0,FALSE
,Nima Wangchu,Sherpa,Nima Wangchu Sherpa (Phortse),Nepal, (Phortse),M,43,1974,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,17-05-2018,0740,7.67,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 17,5, 1,2018 Spr,EVER,EVER-181-28,05,1,S Col-SE Ridge,,1,1,Mountain Experience,,2018,1,0,FALSE
,Nurbu,Sherpa,Nurbu Sherpa (Makalu-Barun),Nepal, (Makalu-Barun),M,38,1980,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,19-05-2018,,0,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2018 Spr,EVER,EVER-181-66,48,2,N Col-NE Ridge,,1,1,7 Summits Adventure,,2018,1,0,FALSE
,Nurbu,Sherpa,Nurbu Sherpa,Nepal,,M,33,1985,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,17-05-2018,0530,5.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 17,5, 1,2018 Spr,EVER,EVER-181-66,49,2,N Col-NE Ridge,,1,1,7 Summits Adventure,,2018,1,0,TRUE
,Nurbu,Sherpa,Nurbu Sherpa (Makalu-5),Nepal, (Makalu-5),M,27,1991,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,18-05-2018,0700,7,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 18,5, 1,2018 Spr,EVER,EVER-181-66,50,2,N Col-NE Ridge,,1,1,7 Summits Adventure,,2018,1,0,FALSE
,Nurbu Chhiring,Sherpa,Nurbu Chhiring Sherpa (Balakharka),Nepal, (Balakharka),M,37,1980,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,17-05-2018,0530,5.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 17,5, 1,2018 Spr,EVER,EVER-181-66,51,2,N Col-NE Ridge,,1,1,7 Summits Adventure,,2018,1,0,FALSE
,Nuri,Sherpa,Nuri Sherpa (Goli-7),Nepal, (Goli-7),M,32,1986,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,20-05-2018,0620,6.33,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 20,5, 1,2018 Spr,EVER,EVER-181-23,13,1,S Col-SE Ridge,,1,1,Seven Summit Treks,,2018,1,0,TRUE
,Nuru Wangchu,Sherpa,Nuru Wangchu Sherpa (Pangboche),Nepal, (Pangboche),M,40,1977,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,15-05-2018,1100,11,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 15,5, 1,2018 Spr,EVER,EVER-181-69,05,2,N Col-NE Ridge,,1,1,Himalaya Vision,,2018,1,0,FALSE
,Ongchhu,Sherpa,Ongchhu Sherpa (Bhojpur),Nepal, (Bhojpur),M,25,1993,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,18-05-2018,1045,10.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 18,5, 1,2018 Spr,EVER,EVER-181-86,04,1,S Col-SE Ridge,,1,1,Royal Orchid Treks (Trekking Camp Nepal pmt),,2018,1,0,TRUE
,Palden,Sherpa,Palden Sherpa (Salleri-7),Nepal, (Salleri-7),M,41,1977,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,21-05-2018,0635,6.58,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 21,5, 1,2018 Spr,EVER,EVER-181-25,38,1,S Col-SE Ridge,,1,1,Beyul Adventure,,2018,1,0,FALSE
,Palden Namgye/Namgyal,Sherpa,Palden Namgye/Namgyal Sherpa (Phortse),Nepal, (Phortse),M,45,1972,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,20-05-2018,0526,5.43,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 20,5, 1,2018 Spr,EVER,EVER-181-70,09,2,N Col-NE Ridge,,1,1,Himalaya Vision,,2018,1,0,FALSE
,Pasang,Sherpa,Pasang Sherpa (Thamo),Nepal, (Thamo),M,39,1978,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,19-05-2018,0500,5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2018 Spr,EVER,EVER-181-05,06,2,N Col-NE Ridge,,1,1,Asian Trekking,,2018,1,0,FALSE
,Pasang,Sherpa,Pasang Sherpa (Dipsung-6),Nepal, (Dipsung-6),M,33,1985,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,22-05-2018,0500,5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 22,5, 1,2018 Spr,EVER,EVER-181-30,12,1,S Col-SE Ridge,,1,1,Pioneer Adventure,,2018,1,0,FALSE
,Pasang,Sherpa,Pasang Sherpa (Taksindu-5),Nepal, (Taksindu-5),M,37,1981,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,18-05-2018,0700,7,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 18,5, 1,2018 Spr,EVER,EVER-181-66,52,2,N Col-NE Ridge,,1,1,7 Summits Adventure,,2018,1,0,TRUE
,Pasang (Pasang Temba),Sherpa,Pasang (Pasang Temba) Sherpa (Balakharka),Nepal, (Balakharka),M,35,1983,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,17-05-2018,0530,5.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 17,5, 1,2018 Spr,EVER,EVER-181-66,53,2,N Col-NE Ridge,,1,1,7 Summits Adventure,,2018,1,0,FALSE
,Pasang Dawa,Sherpa,Pasang Dawa Sherpa (Tate),Nepal, (Tate),M,33,1984,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,15-05-2018,0945,9.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 15,5, 1,2018 Spr,EVER,EVER-181-77,07,2,N Col-NE Ridge,,1,1,Climbalaya,,2018,1,0,FALSE
,"Pasang Dawa (Pa Dawa, Pando)",Sherpa,"Pasang Dawa (Pa Dawa, Pando) Sherpa (Pangboche)",Nepal, (Pangboche),M,41,1977,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,2,16-05-2018,1130,11.5,21-05-2018,,5.5,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 16,5, 1,2018 Spr,EVER,EVER-181-12,15,1,S Col-SE Ridge,,1,1,Himalayan Guides,,2018,1,0,FALSE
,Pasang Dawa (Pasdawa),Sherpa,Pasang Dawa (Pasdawa) Sherpa (Makalu-9),Nepal, (Makalu-9),M,26,1991,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,13-05-2018,1530,15.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 13,5, 1,2018 Spr,EVER,EVER-181-01,04,1,S Col-SE Ridge,,1,1,,,2018,1,0,FALSE
,Pasang Dawa (Pasdawa),Sherpa,Pasang Dawa (Pasdawa) Sherpa (Makalu-9),Nepal, (Makalu-9),M,26,1991,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,18-05-2018,0635,6.58,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 18,5, 1,2018 Spr,EVER,EVER-181-08,17,1,S Col-SE Ridge,,1,1,Himalayan Guides,,2018,1,0,FALSE
,Pasang Dukpa,Sherpa,Pasang Dukpa Sherpa (Makalu-9),Nepal, (Makalu-9),M,34,1984,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,16-05-2018,,0,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 16,5, 1,2018 Spr,EVER,EVER-181-17,24,1,S Col-SE Ridge,,1,1,Seven Summit Treks,,2018,1,0,TRUE
,Pasang Gelu,Sherpa,Pasang Gelu Sherpa (Kharikhola),Nepal, (Kharikhola),M,21,1996,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,19-05-2018,1230,12.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2018 Spr,EVER,EVER-181-33,03,1,S Col-SE Ridge,,1,1,Shangri-La Nepal Treks,,2018,1,0,TRUE
,Pasang Gombu,Sherpa,Pasang Gombu Sherpa (Kurima),Nepal, (Kurima),M,48,1969,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,14-05-2018,0715,7.25,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 14,5, 1,2018 Spr,EVER,EVER-181-45,17,1,S Col-SE Ridge,,1,1,Imagine Nepal,,2018,1,0,FALSE
,Pasang Gyalje (Pasang Gyalzen),Sherpa,Pasang Gyalje (Pasang Gyalzen) Sherpa (Walung),Nepal, (Walung),M,53,1964,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,20-05-2018,0445,4.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 20,5, 1,2018 Spr,EVER,EVER-181-67,17,2,N Col-NE Ridge,,1,1,Seven Summit Treks,,2018,1,0,TRUE
